rating_denominator,jpg_url,source,rating_numerator,dog_breed_test,tweet_text,image_classifier_confidence,tweet_id,name,expanded_urls,timestamp,image_classifier_dog_breed,dog_stage,favorites,retweets,followers_count
10,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,Twitter for iPhone,6.0,False,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,0.996496,666362758909284353,,https://twitter.com/dog_rates/status/666362758909284353/photo/1,2015-11-16 21:10:36,guinea_pig,,771,565,7413842
10,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,Twitter for iPhone,11.0,True,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,0.326467,666373753744588802,,https://twitter.com/dog_rates/status/666373753744588802/photo/1,2015-11-16 21:54:18,soft-coated_wheaten_terrier,,186,92,7413842
10,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Twitter for iPhone,9.0,True,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,0.978108,666396247373291520,,https://twitter.com/dog_rates/status/666396247373291520/photo/1,2015-11-16 23:23:41,Chihuahua,,167,84,7413842
10,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,Twitter for iPhone,7.0,True,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,0.529139,666407126856765440,,https://twitter.com/dog_rates/status/666407126856765440/photo/1,2015-11-17 00:06:54,black-and-tan_coonhound,,107,40,7413842
10,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,Twitter for iPhone,2.0,False,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,0.40464,666411507551481857,,https://twitter.com/dog_rates/status/666411507551481857/photo/1,2015-11-17 00:24:19,coho,,440,324,7413842
10,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,Twitter for iPhone,10.0,True,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,0.14968,666418789513326592,Walter,https://twitter.com/dog_rates/status/666418789513326592/photo/1,2015-11-17 00:53:15,toy_terrier,,123,46,7413842
10,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Twitter for iPhone,12.0,True,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,0.906777,666421158376562688,,https://twitter.com/dog_rates/status/666421158376562688/photo/1,2015-11-17 01:02:40,Blenheim_spaniel,,315,111,7413842
10,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Twitter for iPhone,7.0,True,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,0.371361,666428276349472768,,https://twitter.com/dog_rates/status/666428276349472768/photo/1,2015-11-17 01:30:57,Pembroke,,165,83,7413842
10,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,Twitter for iPhone,6.0,False,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,0.505184,666430724426358785,,https://twitter.com/dog_rates/status/666430724426358785/photo/1,2015-11-17 01:40:41,llama,,316,197,7413842
10,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Twitter for iPhone,10.0,True,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",0.18413,666435652385423360,,https://twitter.com/dog_rates/status/666435652385423360/photo/1,2015-11-17 02:00:15,Chesapeake_Bay_retriever,,165,53,7413842
10,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Twitter for iPhone,7.0,True,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,0.6718529999999999,666437273139982337,,https://twitter.com/dog_rates/status/666437273139982337/photo/1,2015-11-17 02:06:42,Chihuahua,,124,48,7413842
10,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,Twitter for iPhone,9.0,True,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,0.32208400000000004,666447344410484738,Scout,https://twitter.com/dog_rates/status/666447344410484738/photo/1,2015-11-17 02:46:43,curly-coated_retriever,,104,20,7413842
10,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,Twitter for iPhone,10.0,True,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,0.278954,666454714377183233,Kreggory,https://twitter.com/dog_rates/status/666454714377183233/photo/1,2015-11-17 03:16:00,dalmatian,,519,208,7413842
10,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Twitter for iPhone,9.0,True,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,0.0443334,666644823164719104,Jimothy,https://twitter.com/dog_rates/status/666644823164719104/photo/1,2015-11-17 15:51:26,Ibizan_hound,,232,83,7413842
10,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Twitter for iPhone,4.0,True,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,0.447803,666649482315059201,,https://twitter.com/dog_rates/status/666649482315059201/photo/1,2015-11-17 16:09:56,Border_collie,,1119,627,7413842
10,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,Twitter for iPhone,8.0,True,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,0.975401,666691418707132416,Christoper,https://twitter.com/dog_rates/status/666691418707132416/photo/1,2015-11-17 18:56:35,German_shepherd,,189,47,7414441
10,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Twitter for iPhone,8.0,True,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,0.887707,666701168228331520,,https://twitter.com/dog_rates/status/666701168228331520/photo/1,2015-11-17 19:35:19,Labrador_retriever,,430,219,7413842
10,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Twitter for iPhone,10.0,True,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,0.546933,666739327293083650,Lugan,https://twitter.com/dog_rates/status/666739327293083650/photo/1,2015-11-17 22:06:57,miniature_poodle,,238,66,7413842
10,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Twitter for iPhone,5.0,False,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,0.375057,666776908487630848,Josep,https://twitter.com/dog_rates/status/666776908487630848/photo/1,2015-11-18 00:36:17,seat_belt,,351,175,7413842
10,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Twitter for iPhone,10.0,True,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,0.618316,666781792255496192,,https://twitter.com/dog_rates/status/666781792255496192/photo/1,2015-11-18 00:55:42,Italian_greyhound,,389,199,7413842
10,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,Twitter for iPhone,2.0,False,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,0.999888,666786068205871104,,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2015-11-18 01:12:41,snail,,765,488,7413842
10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,Twitter for iPhone,8.0,True,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,0.32879200000000003,666804364988780544,Jockson,https://twitter.com/dog_rates/status/666804364988780544/photo/1,2015-11-18 02:25:23,English_setter,,242,94,7413842
10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Twitter for iPhone,9.0,True,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,0.496953,666817836334096384,Jeph,https://twitter.com/dog_rates/status/666817836334096384/photo/1,2015-11-18 03:18:55,miniature_schnauzer,,523,254,7413842
10,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Twitter for iPhone,12.0,True,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,0.359383,666826780179869698,,https://twitter.com/dog_rates/status/666826780179869698/photo/1,2015-11-18 03:54:28,Maltese_dog,,255,97,7413842
10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Twitter for iPhone,10.0,True,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,0.448459,666835007768551424,,https://twitter.com/dog_rates/status/666835007768551424/photo/1,2015-11-18 04:27:09,Airedale,,217,80,7413842
10,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,Twitter for iPhone,3.0,False,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,0.442113,666837028449972224,,https://twitter.com/dog_rates/status/666837028449972224/photo/1,2015-11-18 04:35:11,triceratops,,827,560,7413842
10,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,Twitter for iPhone,11.0,False,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,0.589446,666983947667116034,,https://twitter.com/dog_rates/status/666983947667116034/photo/1,2015-11-18 14:18:59,swab,,2575,996,7413842
10,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Twitter for iPhone,10.0,False,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,0.507637,666996132027977728,Carll,https://twitter.com/dog_rates/status/666996132027977728/photo/1,2015-11-18 15:07:24,hay,,247,96,7413842
10,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,Twitter for iPhone,9.0,False,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,0.98723,667012601033924608,Klevin,https://twitter.com/dog_rates/status/667012601033924608/photo/1,2015-11-18 16:12:51,hyena,,452,226,7413842
10,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Twitter for iPhone,12.0,True,12/10 gimme now https://t.co/QZAnwgnOMB,0.765266,667044094246576128,,https://twitter.com/dog_rates/status/667044094246576128/photo/1,2015-11-18 18:17:59,golden_retriever,,185,51,7413842
10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Twitter for iPhone,10.0,True,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,0.825678,667062181243039745,Keet,https://twitter.com/dog_rates/status/667062181243039745/photo/1,2015-11-18 19:29:52,Chesapeake_Bay_retriever,,219,55,7413842
10,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,Twitter for iPhone,8.0,False,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,0.560001,667065535570550784,,https://twitter.com/dog_rates/status/667065535570550784/photo/1,2015-11-18 19:43:11,jigsaw_puzzle,,167,48,7413842
10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Twitter for iPhone,10.0,True,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,0.483682,667073648344346624,Dave,https://twitter.com/dog_rates/status/667073648344346624/photo/1,2015-11-18 20:15:26,Chihuahua,,408,124,7413842
10,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Twitter for iPhone,7.0,True,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,0.959514,667090893657276420,Clybe,https://twitter.com/dog_rates/status/667090893657276420/photo/1,2015-11-18 21:23:57,Chihuahua,,338,129,7413842
10,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Twitter for iPhone,10.0,True,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,0.741563,667119796878725120,Gabe,https://twitter.com/dog_rates/status/667119796878725120/photo/1,2015-11-18 23:18:48,Pembroke,,331,128,7413842
10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,Twitter for iPhone,10.0,True,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,0.747713,667138269671505920,,https://twitter.com/dog_rates/status/667138269671505920/photo/1,2015-11-19 00:32:12,West_Highland_white_terrier,,4666,2253,7413842
10,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Twitter for iPhone,12.0,True,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,0.535411,667152164079423490,Pipsy,https://twitter.com/dog_rates/status/667152164079423490/photo/1,2015-11-19 01:27:25,toy_poodle,,48316,17431,7413842
10,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Twitter for iPhone,11.0,True,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,0.471351,667160273090932737,Bradlay,https://twitter.com/dog_rates/status/667160273090932737/photo/1,2015-11-19 01:59:39,golden_retriever,,260,62,7413842
10,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Twitter for iPhone,10.0,True,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,0.140173,667165590075940865,Churlie,https://twitter.com/dog_rates/status/667165590075940865/photo/1,2015-11-19 02:20:46,miniature_pinscher,,2721,1164,7413843
10,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Twitter for iPhone,10.0,True,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,0.8412649999999999,667171260800061440,Kenneth,https://twitter.com/dog_rates/status/667171260800061440/photo/1,2015-11-19 02:43:18,giant_schnauzer,,224,91,7413843
10,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Twitter for iPhone,9.0,True,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",0.266437,667174963120574464,Clarence,https://twitter.com/dog_rates/status/667174963120574464/photo/1,2015-11-19 02:58:01,toy_poodle,,247,84,7413843
10,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,Twitter for iPhone,4.0,True,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,0.318981,667176164155375616,,https://twitter.com/dog_rates/status/667176164155375616/photo/1,2015-11-19 03:02:47,soft-coated_wheaten_terrier,,615,469,7413843
10,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,Twitter for iPhone,8.0,True,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,0.25924899999999995,667177989038297088,,https://twitter.com/dog_rates/status/667177989038297088/photo/1,2015-11-19 03:10:02,vizsla,,192,55,7413843
10,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,Twitter for iPhone,10.0,True,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,0.949892,667182792070062081,Timison,https://twitter.com/dog_rates/status/667182792070062081/photo/1,2015-11-19 03:29:07,golden_retriever,,14480,6327,7413843
10,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,Twitter for iPhone,10.0,False,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,0.33583,667188689915760640,,https://twitter.com/dog_rates/status/667188689915760640/photo/1,2015-11-19 03:52:34,vacuum,,753,424,7413843
10,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Twitter for iPhone,12.0,True,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,0.28364,667192066997374976,,https://twitter.com/dog_rates/status/667192066997374976/photo/1,2015-11-19 04:05:59,Rottweiler,,389,109,7413843
10,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Twitter for iPhone,11.0,True,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,0.694904,667200525029539841,Joshwa,https://twitter.com/dog_rates/status/667200525029539841/photo/1,2015-11-19 04:39:35,Siberian_husky,,621,265,7413843
10,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,Twitter for iPhone,9.0,True,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,0.462556,667211855547486208,Genevieve,https://twitter.com/dog_rates/status/667211855547486208/photo/1,2015-11-19 05:24:37,golden_retriever,,499,245,7413843
10,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,Twitter for iPhone,10.0,False,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,0.709545,667369227918143488,,https://twitter.com/dog_rates/status/667369227918143488/photo/1,2015-11-19 15:49:57,teddy,,371,167,7413843
10,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,Twitter for iPhone,8.0,True,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,0.557009,667393430834667520,Fwed,https://twitter.com/dog_rates/status/667393430834667520/photo/1,2015-11-19 17:26:08,papillon,,197,58,7413843
